original_job,new_job
secondary science teacher,
secondary spanish teacher,
secondary teacher,
secondary teacher chemistry,
secondary teacher mathematics,
secondary teacher special education,
secondary world language teacher,
section analyst,
section chief of gastroenterology,
section chief of general acedemic pediatrics,
section manager architecture group,
section of urology surgeon,
section violin,
sector director,
sector management analyst,
sector specialist,
secuirty center operations analyst,
secuirty training and development manager,
secure applications engineer,
secure software engineer,
securities analyst,
securities and commodities trading agent,
securities and compliance examiner,
securities finance quantitative analyst,
securities lending oversight manager,
securities operations specialist,
securities processing manager,
securities processor,
securities processor analyst,
securitized asset analyst,
securitized asset associate,
securitized product analyst,
securitized products analyst,
securitized products analyst associate,
securitized products associate,
securitized products researcher associate,
security & compliance it technical analyst,
security administrator analyst,
security advisor,
security analysis consultant,
security analyst,
security and access systems engineer,
security and compliance analyst,
security and privacy cosultant,
security and privacy engineer,
security applications engineer,
security applications trainer,
security architect,
security architect engineer,
security assessment engineer,
security associate,
security assurance manager,
security automation prototype engineer,
security billing department accounting supervisor,
security center operations advisor,
security cloud engineer,
security compliance analyst,
security compliance specialist,
security consultant,
security consulting director,
security consulting manager,
security consulting north america director,
security consulting services manager,
security data analyst,
security data analytics program manager,
security defense center lead,
security delivery,
security deployment engineer,
security designer,
security director,
security ecommerce production support engineer,
security egineer,
security engineer,
security engineer 161533067,
security engineer 161534123,
security engineer 161534712,
security engineer manager,
security engineer sap enterprise systems,
security engineer staff,
security engineering lead,
security engineering manager,
security enginner,
security executive,
security firewall engineer,
security global identity and access analyst,
security iam business analyst,
security incident response engineer,
security infrastructure architect,
security infrastructure engineer,
security innovation research manager,
security integration consultant,
security intelligence analyst,
security intelligence consultant,
security intelligence managing consultant,
security interaction designer,
security it consultant,
security lead,
security management analyst,
security management specialist,
security management systems compliance specialist,
security manager,
security operations analyst,
security operations lead,
security operations network analyst,
security operations specialist,
security paas engineer,
security program manager,
security programmer analyst,
security research analyst,
security research director,
security risk analyst,
security risk and compliance manager,
security scientist,
security software engineer,
security solutions architect,
security solutions engineer architect,
security specialist,
security sso iam associate specialist,
security strategist,
security support engineer,
security systems administrator,
security systems advisor,
security systems analyst,
security systems architect,
security systems engineer,
security systems support engineer,
security systems technician,
security technical consultant,
security technologist,
security technology manager,
security test engineer,
security wrangler,
security zone manager,
securiyt analyst,
